trdmn,mkt_rf,smb,hml,umd,rf,smb_equal,hml_equal,umd_equal,rmw,cma,rmw_equal,cma_equal
199808,-0.12962574,0.0267399978,-0.008487404,0.0777007111,0.003891,0.0269650307,-0.000325395,0.0736531822,-0.030909847,0.0150289173,-0.032033954,0.0328582339
199809,0.0728366451,0.0880143672,0.0057437495,-0.005210828,0.003891,0.0842537015,-0.00898617,-0.021911369,-0.054584435,0.0436292074,-0.037458091,0.0252065789
199810,-0.014168281,0.0472121025,-0.04512125,0.0343177287,0.003891,0.0426383937,-0.046063185,0.0189049105,-0.00711954,-0.005544161,-0.003007143,-0.014132071
199811,0.0124967527,-0.017620339,-0.026495592,-0.031749191,0.003891,-0.017963214,-0.015628857,-0.028755107,0.0342273328,-0.022684427,0.0236329502,-0.012745754
199812,-0.090813317,-0.027001964,-0.004753416,-0.033285118,0.003097,-0.026103291,0.0001614612,-0.04010935,0.0299572868,-0.015985185,0.0289825308,-0.020838897
199901,-0.007500713,0.01493358,0.0077615004,0.0124514819,0.003097,0.0106202697,0.008258778,0.0213769089,-0.01335711,-0.012439156,-0.011972223,-0.004729268
199902,-0.044761525,0.0094676506,-0.002702581,0.0207479847,0.003097,0.013673734,0.0001763106,0.0228960054,0.0076620309,0.0005819883,0.0065132376,0.0038072481
199903,0.0648053838,0.067325296,0.0593755799,-0.010724352,0.003097,0.0658046544,0.0522773597,-0.026191716,-0.091756304,0.0702815797,-0.094460856,0.0748234739
199904,-0.040707831,-0.007288607,0.0303737932,-0.004299354,0.003097,-0.012243068,0.0295180066,-0.005837926,-0.007140463,-0.000475103,-0.005780992,-0.010386589
199905,0.1031355445,-0.023705048,-0.061986244,0.0248057464,0.003097,-0.014674698,-0.048446557,0.0423719543,0.0206389383,-0.03883157,0.0124157644,-0.055394304
199906,0.3627292113,-0.096532573,-0.007712719,0.0507982662,0.001856,-0.075538131,0.0026321474,0.0265655773,0.0134509104,0.0252899239,0.0291187358,0.0300420259
199907,-0.068912034,0.0313360644,0.0021887353,-0.006535932,0.001856,0.0329571498,-0.000872922,-0.022419704,-0.010880247,0.0304265317,-0.023508624,0.0392309451
199908,0.006499223,0.0716475502,0.0421125438,-0.05323931,0.001856,0.0620290889,0.037570169,-0.041733695,-0.059977676,0.0676770777,-0.057879922,0.0582366281
199909,-0.031113805,0.0052926739,-0.015493928,-0.020392605,0.001856,0.0062546467,-0.01618417,-0.02709106,0.0025946736,-0.011613772,0.0039574686,-0.011281711
199910,-0.052886962,0.0271707395,-0.005727154,-0.0224468,0.001856,0.0235240721,-0.007368374,-0.016848919,-0.014483217,0.0063059136,-0.009488077,0.0074520517
199911,-0.044541732,0.033371138,0.0043138337,-0.024825699,0.001856,0.0317886324,0.0031180052,-0.025987673,-0.021876094,0.0123575458,-0.023065407,0.0096774935
199912,-0.048543674,-0.017469353,-0.050474704,0.0359488775,0.001856,-0.012286987,-0.039251233,0.0347736414,0.0379459341,-0.031364328,0.0344962502,-0.016113726
200001,0.170362874,-0.03341066,-0.087563337,0.2129672138,0.001856,-0.035366569,-0.067505069,0.1822452618,0.0197058997,-0.034713648,0.0361501343,-0.040682664
200002,0.1262946603,0.0301501033,-0.00041817,0.0222555556,0.001856,0.0303360456,-0.0032475,0.0110385414,-0.017309538,0.0411642315,-0.029535269,0.0182555407
200003,0.0521725074,0.0861944087,0.03761925,-0.113611081,0.001856,0.0839493831,0.0236858316,-0.128430055,-0.073698703,0.0511091501,-0.077955356,0.0912553289
200004,0.0108438874,-0.006829104,-0.000645082,-0.044750498,0.001856,-0.002416879,0.0076518593,-0.040083249,-0.008343064,-0.010504067,0.0027276348,-0.006585163
200005,0.0254020036,0.0178782771,0.0258265983,-0.008286892,0.001856,0.0155214704,0.0248906809,0.0007178152,-0.020856063,0.0036956044,-0.015893562,-0.00562273
200006,0.0221409577,-0.021282413,0.0254404719,-0.062484936,0.001856,-0.028597151,0.0161830987,-0.055360831,0.0179040538,0.0030799989,0.0292179262,-0.011694724
200007,0.0433162248,0.0357694578,0.0263619971,-0.013161342,0.001856,0.0360077034,0.0290487251,-0.035703285,-0.019981798,0.0465815629,-0.038531725,0.0571318773
200008,-0.006947659,0.0476042598,-0.004633101,0.0035733701,0.001856,0.0451673757,-0.007708545,-0.011431148,-0.036540382,0.0145644155,-0.052779892,0.0367858144
200009,-0.049616604,0.026235123,-0.037813045,0.0414979104,0.001856,0.0254033427,-0.038047711,0.0411861589,-0.014278387,0.0146665795,-0.022108464,0.026826563
200010,0.0200083248,0.0355753716,0.0323988605,-0.025399159,0.001856,0.0341077452,0.0297537756,-0.029587689,-0.020490099,0.0207558219,-0.017826451,0.0195000618
200011,0.0544505176,0.0082765391,0.009167382,-0.021408597,0.001856,0.0088865037,0.0142254578,-0.025305479,0.0076913596,0.0063159276,0.0055835586,0.0061504537
200012,-0.00547003,0.0068798323,0.007345375,-0.011673761,0.001856,0.0076210011,0.0044915666,-0.023547019,0.0183619051,-0.007473686,0.0207712001,-0.010415936
200101,-0.011372325,-0.006089436,0.041194383,-0.000564049,0.001856,-0.011565739,0.038192693,-0.008684663,0.005139801,0.0028639367,0.0082958386,-0.004010557
200102,-0.061454889,-0.014036415,0.0322932242,0.0256219811,0.001856,-0.016120262,0.0335881247,0.0243243128,0.027719238,-0.007469713,0.0351271869,-0.016730753
200103,0.0735459118,0.0340059709,0.0098473139,-0.010059865,0.001856,0.0327389601,0.0071774677,0.0004369962,-0.021273051,0.002187976,-0.023610291,0.0111551346
200104,-0.008835657,0.0303915892,-0.034351861,0.0020438766,0.001856,0.0305801313,-0.031626437,0.0019567714,-0.023722792,0.0172049909,-0.03363202,0.0230037034
200105,0.0307242816,0.0641373918,-0.004393979,0.0246791471,0.001856,0.0626913898,-0.005395116,0.0232540065,-0.036777401,0.0230971225,-0.044068029,0.0292020355
200106,-0.002168058,0.0083918014,0.020561934,-0.014108797,0.001856,0.0015654945,0.0120361715,-0.019845363,-0.004975497,0.0108985497,0.0036049084,0.0023858201
200107,-0.133306911,-0.003183685,-0.008800424,0.030438598,0.001856,-0.001819613,-0.00689416,0.0158362579,0.0053813265,0.002542149,-0.002413351,0.0058809039
200108,-0.036158841,0.0158418355,-0.00274247,0.0250959594,0.001856,0.019565005,-0.006651206,0.0167381584,0.003755397,0.0040531201,-0.006478867,0.0133458899
200109,-0.057503179,-0.024708766,0.0210092906,-0.027664129,0.001856,-0.029693634,0.0079355782,-0.034656453,0.0107856502,-0.007374523,0.0268888577,-0.028153825
200110,-0.051907186,-0.008843763,0.0280754742,-0.012145445,0.001856,-0.00231569,0.027786051,-0.008145689,-0.013834816,0.0188900006,-0.010513759,0.0155304095
200111,0.0382426648,0.0256302965,0.0072761887,-0.052119347,0.001856,0.0191065056,0.0068616529,-0.054158494,-0.014494227,0.0083635222,-0.014103188,0.0095917141
200112,-0.064428451,-0.020278538,0.0141006181,0.0227542921,0.001856,-0.014615631,0.0137585146,0.0106261224,0.0575287799,-0.033098395,0.0495532553,-0.038129995
200201,-0.109302284,-0.034324203,-0.000325934,0.0455513481,0.001856,-0.026277099,0.0043295532,0.0521641549,0.0459921028,-0.032308919,0.047833061,-0.03319041
200202,0.0273642323,0.0140592118,0.0025737172,-0.051227233,0.001635,0.0085290233,-0.009532195,-0.059525776,-0.021414954,0.0149664759,-0.027458821,0.0241953112
200203,0.0653863987,0.0259643665,-0.002572513,-0.045959805,0.001635,0.0204588931,-0.003040404,-0.048529752,-0.025936901,0.0199332091,-0.020971654,0.0155436517
200204,0.0393307574,0.0337415598,0.0295607567,-0.021658664,0.001635,0.0323704113,0.0272449732,-0.020421299,-0.029138352,0.031792808,-0.029097483,0.0267072758
200205,-0.085001818,0.0008652406,-0.013841976,0.0037021223,0.001635,0.0029328532,-0.010007097,0.000947267,-0.012548416,0.0049932762,-0.014214734,0.008680178
200206,0.1244827775,-0.034022027,0.0500251385,-0.018760095,0.001635,-0.031096135,0.0472786202,-0.022250528,0.0103294309,0.0159524933,0.0155024658,-0.00058063
200207,-0.042629433,0.0109317913,-0.00859298,-0.002138055,0.001635,0.0091247858,-0.007417599,-0.001178684,0.0047160135,-0.011606981,0.0025815343,-0.008658172
200208,0.0037973493,0.0069296363,-0.001441883,0.0004631783,0.001635,0.0088376728,-0.002918596,-0.003627217,0.0097114023,1.7038826E-6,0.0110581342,-0.003328548
200209,-0.057087772,-0.006807488,-0.007135529,0.0258284885,0.001635,-0.003030916,-0.005076409,0.0253596538,0.0224090526,-0.019098472,0.0196454213,-0.015540577
200210,-0.051335801,-0.013650158,-0.002369261,0.0092677347,0.001635,-0.01168955,-0.001909973,0.0082748998,0.0042914526,-0.00483634,0.0043015761,0.000190746
200211,-0.065027445,-0.030180295,-0.001738882,0.0286316462,0.001635,-0.020941908,0.0031019212,0.033273715,0.0288426667,-0.029552008,0.0270804583,-0.016865139
200212,-0.048839635,0.0029240463,-0.017561896,0.0170932759,0.001635,0.0073796514,-0.018040184,0.0053705323,0.0240887917,-0.011522745,0.0108671531,0.0023776671
200301,0.0894348267,0.0190156823,0.0217108156,-0.049018916,0.001635,0.0163492055,0.0117116211,-0.055815408,-0.034324239,0.0268572944,-0.027144239,0.0213657651
200302,0.0100755796,0.0089966584,0.0013499358,-0.000891087,0.001635,0.0074925266,0.0017521221,-0.002408846,-0.003064765,0.0041228054,-0.00241426,0.0000372862
200303,-0.01780629,-0.016393764,0.0179300217,0.0434001332,0.001635,-0.011236859,0.018137494,0.0362334052,0.025847329,-0.015140686,0.0188966662,-0.009176536
200304,-0.018864144,-0.037772364,0.0469768336,0.0841033404,0.001635,-0.035210297,0.0429939493,0.0789388984,0.0541861447,-0.036451646,0.0649193416,-0.032221232
200305,0.0456896062,-0.01296294,0.0050280631,-0.009985885,0.001635,-0.01138893,0.0070450206,-0.008808468,-0.007797623,0.0041858235,-0.006697553,-0.00165186
200306,-0.067247673,-0.003739009,-0.002951338,0.0116311692,0.001635,0.0026331342,-0.005187594,-0.000254993,0.0085616718,-0.008222468,0.0017824667,0.0003449798
200307,-0.011990128,-0.042718141,0.0012705647,0.0467990505,0.001635,-0.030994292,0.0031686172,0.0412047979,0.0351960238,-0.022711315,0.0251319187,-0.014916596
200308,-0.0325589,0.0111279113,-0.013532025,-0.034597728,0.001635,0.0134324234,-0.013251383,-0.036019609,-0.013896146,0.0005475635,-0.008276523,0.0035349886
200309,-0.043935752,-0.00760454,0.0065759943,0.0065705236,0.001635,-0.006359823,0.0112269291,0.0072097774,0.0021515357,-0.003572415,-0.000746511,-0.002953212
200310,-0.040743265,-0.053397419,0.0382376537,0.0833924984,0.001635,-0.042684902,0.0419838761,0.082311863,0.0783464828,-0.044112137,0.0651310353,-0.035374366
200311,0.0222800084,-0.009765915,0.0373531854,-0.022123689,0.001635,-0.015306544,0.0278767389,-0.023510591,0.0127791026,0.0064613167,0.0207104983,-0.013043284
200312,0.0210349624,-0.055053317,0.0455070954,0.1054751181,0.001635,-0.041256337,0.0382857237,0.1053542088,0.0795722051,-0.046440263,0.0633883103,-0.039819061
200401,0.073668487,0.0197520159,0.0051157207,-0.072073701,0.001635,0.0110647033,-0.008621571,-0.071381128,-0.025277163,0.0164639648,-0.017842791,-0.000465756
200402,0.0732101406,0.0302933339,-0.000118839,-0.072400581,0.001635,0.0200082529,-0.010476789,-0.068724752,-0.046760608,0.0262875812,-0.028565053,0.0236821656
200403,0.0348946724,0.0183499672,0.0160393474,-0.009576651,0.001635,0.0161249656,0.0175827122,-0.015088467,0.0034109903,-0.012465248,-0.00389382,-0.010118397
200404,-0.103841058,0.0161505345,0.0335648577,0.0578601829,0.001635,0.0043514853,0.0253089284,0.0275089053,0.0201259144,0.0079842137,0.0285157113,-0.014576942
200405,-0.024177378,0.0198742795,0.0117734666,0.0105541222,0.001635,0.0185934145,0.0054389439,-0.006155798,-0.010319918,-0.005270416,-0.014030752,-0.001022414
200406,-0.11781212,-0.018215398,0.003232322,0.0249877859,0.001635,-0.008494237,0.0079078374,0.0145746412,0.046115878,-0.017466145,0.0383086104,-0.018196274
200407,-0.002368139,-0.047252008,0.0072771622,0.0395702348,0.001635,-0.048711739,0.0079852453,0.0521487073,0.0361057998,-0.018719509,0.0445261896,-0.008333624
200408,-0.046081492,-0.00069957,0.0232327347,0.0118538625,0.001635,0.0084256014,0.0235477167,-0.006843167,0.0220145738,-0.005348009,0.0088384186,-0.005604728
200409,0.0554700093,-0.021607261,-0.001861831,0.0282005018,0.001635,-0.019844558,-0.002689533,0.0246072332,0.0399746094,-0.042232689,0.0328377067,-0.027779144
200410,-0.055285995,-0.035751565,-0.006068184,0.0701727026,0.001856,-0.03636181,-0.000406289,0.075269727,0.0422749818,-0.027231347,0.0509217529,-0.038442808
200411,0.0224490019,0.0408475687,-0.003169636,-0.076970194,0.001856,0.0345977764,-0.008820545,-0.080682088,-0.051170427,0.0116678517,-0.053090651,0.0164348881
200412,-0.070649653,-0.021369973,0.0047914163,0.0532919083,0.001856,-0.008975856,0.0018355105,0.0400006241,0.0389792939,-0.027507977,0.0238877622,-0.019895974
200501,-0.059441081,-0.011125123,-0.003726174,0.0084430562,0.001856,0.0047047686,-0.008144525,-0.004183801,0.0273805845,-0.013009866,0.0046196336,0.004033128
200502,0.0933924644,0.0127534711,0.0090821491,-0.038231484,0.001856,-0.000164035,0.001088931,-0.02342206,-0.014275869,-0.0126543,-0.003886498,-0.006398272
200503,-0.107158416,-0.025123379,0.0011052898,0.0853218344,0.001856,-0.009249288,-0.000694027,0.0507881566,0.0565471709,-0.030502335,0.0371872852,-0.017991021
200504,-0.038247142,-0.049412492,0.0260977019,0.0856961391,0.001856,-0.040696613,0.0151012357,0.0995770744,0.0763535092,-0.021764929,0.0592964886,-0.011180801
200505,-0.071624266,0.0392941845,-0.01408165,-0.112093678,0.001856,0.0274580884,-0.001811616,-0.093554068,-0.067923664,0.0372511922,-0.048699811,0.0214234261
200506,0.0075579253,-0.017135799,0.0002412181,0.0452856003,0.001856,-0.001383004,0.008099467,0.0311677748,0.0386074042,-0.000028072,0.0212503313,-0.01821133
200507,-0.021646262,-0.083741227,-0.001992934,0.1006618867,0.001856,-0.051807897,-0.006738038,0.0783940881,0.0852281513,-0.04821639,0.0536292481,-0.038373565
200508,0.08829876,0.1110821428,-0.01303992,-0.153193454,0.001856,0.0827714755,-0.012381801,-0.140186983,-0.108049169,0.0500420504,-0.076172189,0.0599136182
200509,0.0050748054,0.0223687395,-0.017468322,-0.007168199,0.001856,0.0097739982,-0.031516797,0.0124776568,0.0055182963,-0.011279694,0.0065315605,-0.007735381
200510,-0.055517743,-0.01572897,-0.010681784,0.041978045,0.001856,-0.013930635,-0.008719914,0.0354922997,0.0194483268,-0.016556986,0.0222065447,-0.019265044
200511,-0.005978304,0.0359078321,0.0134862046,-0.049242345,0.001856,0.0337874415,0.012133145,-0.050133335,-0.029447597,0.0110302955,-0.025794053,0.0120431796
200512,0.050341481,-0.055860869,0.014249437,0.0372514288,0.001856,-0.048085141,0.0073764328,0.0335315979,0.0415701386,-0.040634145,0.0434848498,-0.034687153
200601,0.094024804,-0.024275599,0.0178908319,0.015389336,0.001856,-0.046814754,0.0140087699,0.0289010574,0.0037868059,-0.032303802,0.028365111,-0.038618691
200602,0.0277729136,0.0012119503,0.0155287411,-0.027766079,0.001856,0.0178612411,0.0233841409,-0.061973588,0.004905377,-0.007315155,-0.021574905,0.0211669106
200603,0.0189446002,-0.020264516,-0.00388034,0.0914463559,0.001856,-0.027557604,-0.002227045,0.0790058112,0.0306132451,-0.036058363,0.0541595446,-0.031087622
200604,0.1115911403,-0.04760652,-0.001760774,0.0895202368,0.001856,-0.063769751,0.0260079777,0.1185254694,0.004622147,-0.011066904,0.0493244589,-0.053114444
200605,0.2097236874,0.0815580649,0.0269359665,-0.090807717,0.001856,0.0635752906,0.0186990087,-0.122223294,-0.109722357,0.0511700672,-0.085589833,0.0582604406
200606,0.0432268278,0.0317306861,0.011504104,-0.033875357,0.001856,0.0209989373,0.0259961823,-0.045164773,-0.022352171,0.0444926849,-0.020784363,0.0412691196
200607,-0.056863186,0.0581751919,-0.002848531,-0.005287413,0.001856,0.0521413339,0.0022467032,-0.019599649,-0.031323327,0.0251735762,-0.03388875,0.0409663396
200608,0.0301472678,-0.007378182,-0.006413585,0.0174095056,0.002076,-0.011822103,-0.008335311,0.0197749481,-0.000655349,-0.008013253,0.0004169002,-0.001091307
200609,0.0397635113,0.0252912197,-0.019467385,-0.006896949,0.002076,0.0252777308,-0.026399119,-0.020222258,-0.02243544,0.0146015091,-0.036050064,0.0217294484
200610,0.0125989454,-0.019977484,0.0129205115,-0.022386601,0.002076,-0.007614943,0.0140091184,-0.00429958,0.0465544896,-0.016210961,0.0314154012,-0.01893173
200611,0.1083885873,-0.116265669,-0.010197309,0.0542113422,0.002076,-0.070670771,-0.00581884,0.0626430842,0.1170879253,-0.079849644,0.0761401218,-0.043893667
200612,0.1152845356,-0.094675107,0.0108950506,0.0771734148,0.002076,-0.049289208,0.0022707548,0.0660194781,0.0838690793,-0.029725383,0.0528656928,-0.022190588
200701,0.2078347378,0.0576085668,-0.002530154,-0.063349234,0.002076,0.0160980107,0.0043523693,-0.029718652,-0.072868822,0.029199784,-0.028806286,0.038671656
200702,0.1271769678,0.0965436498,0.0775305677,-0.10443317,0.002076,0.0617329554,0.0732721336,-0.09088276,-0.127440939,0.1036532893,-0.105968552,0.0571413275
200703,0.1242808001,0.1086852741,0.0301735217,-0.056306451,0.002296,0.0984422345,0.0177944359,-0.06654249,-0.080182665,0.0334883258,-0.083688588,0.0691185823
200704,0.3152750492,0.0523070077,0.1011198561,0.1025061489,0.002296,0.0326349186,0.120551891,0.0512424474,-0.114691981,0.0445004354,-0.083210659,0.0500619637
200705,0.1096969017,-0.029421254,-0.000713137,0.0056781862,0.002515,0.0073393248,-0.020477794,-0.00317377,0.0330115401,-0.036673507,-0.008794321,0.0192335241
200706,-0.109027754,-0.112613611,-0.076029196,-0.006454284,0.002515,-0.077066564,-0.060877995,0.0121796865,0.1793372564,-0.070086275,0.1474567622,-0.073019783
200707,0.1979019947,0.0808560953,0.0373494023,-0.022269906,0.002734,0.0758929409,0.0476167677,-0.081258696,-0.047078943,0.0219019849,-0.044232722,0.017642806
200708,0.1357233232,-0.02384085,0.0087351066,0.0074633725,0.002952,-0.000777415,0.0046788121,-0.033973354,0.0225430113,-0.012512811,-0.010470998,0.0141669154
200709,0.0500789748,-0.011810581,0.0424992681,0.0287168135,0.003169,-0.003781655,0.0187569617,0.0167176969,0.0450857919,-0.008437858,0.0265307662,-0.00948594
200710,-0.05288482,-0.070804133,-0.061431588,0.0780207838,0.003169,-0.02863602,-0.027530426,0.0417572904,0.1225015359,-0.088726346,0.07079068,-0.04016719
200711,-0.142210281,0.0981200617,0.0359590464,-0.128893269,0.003169,0.0769475611,0.0045326561,-0.126284165,-0.098577123,0.074911347,-0.078896569,0.0454057659
200712,0.1812264561,0.0236257596,0.0063871368,-0.024781847,0.003386,-0.000548854,-0.011129282,-0.00150944,-0.03520177,0.0362005275,-0.004374434,0.0097193371
200801,-0.093652304,0.038260902,0.0032324393,-0.022530087,0.003386,0.0115953581,-7.059594E-6,-0.037369908,-0.026229934,0.0179219761,-0.01114089,0.0038692122
200802,0.0451149955,0.0779691871,0.0445461898,-0.039158839,0.003386,0.0559230082,0.0453396948,-0.02217393,-0.045526733,0.0479925313,-0.043204904,0.0227709342
200803,-0.200782249,0.0210251906,-0.015730529,-0.01616481,0.003386,0.0293506078,0.0032524487,-0.0348268,-0.000109626,-0.016170755,-0.010846379,0.0117464406
200804,-0.02236899,-0.065463351,0.0060797385,0.0308031655,0.003386,-0.051805913,-0.002258743,0.0492334501,0.0510043293,-0.029936047,0.0496628465,-0.024935248
200805,-0.058909795,0.0388628275,0.0201268057,-0.017635891,0.003386,0.0300972344,0.0096184689,-0.034416509,-0.012865156,0.0128558954,-0.02639161,0.0129558875
200806,-0.241360243,-0.015407199,-0.037614112,0.0175058149,0.003386,-0.005702442,-0.023000368,0.0089987207,0.0157319289,-0.024212715,0.0143318275,-0.010235773
200807,0.0445270415,0.081672915,0.0059618632,-0.041937738,0.003386,0.0565939209,0.0127112968,-0.040940424,-0.040004457,0.0423874857,-0.031233319,0.0249495942
200808,-0.218656255,-0.013545579,0.0172846297,-0.025151401,0.003386,0.005250987,0.0292090162,-0.025336918,0.0190656986,-0.020659367,-0.007783936,0.0081665115
200809,-0.04249161,-0.071234985,0.0468800604,-0.035291825,0.003386,-0.041907581,0.0247671467,-0.032496817,0.0206128029,-0.016799817,0.0184862881,-0.024612005
200810,-0.274331802,0.022323224,0.013091874,0.0210702387,0.002952,0.0223581203,0.0152346098,0.0074485097,-0.014357089,0.0516841197,-0.01601253,0.0408101935
200811,0.1652415005,0.0445677741,0.0002924231,-0.038410102,0.002076,0.0313436202,-0.001483342,-0.066469216,-0.020089,-0.024083235,-0.022719394,-0.009764602
200812,0.005643732,0.0723598903,-0.058976029,0.0004035304,0.001856,0.0408311026,-0.074723611,-0.025503936,-0.04630574,0.0131162923,0.0002359261,-0.000294801
